uni_url,player_name,season,school_name,conf_abbr,g,gs,mp,per,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,pprod,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ws-dum,ows,dws,ws,ws_per_40,bpm-dum,obpm,dbpm,bpm
https://www.sports-reference.com/cbb/players/john-henson-1.html,John Henson,2010-11,UNC,ACC,37,36,989,23.6,.502,.501,.016,.387,417,12.7,25.3,19.2,5.8,1.2,11.6,15.0,23.6,,1.3,2.7,4.0,.162,,2.9,5.3,8.2
https://www.sports-reference.com/cbb/players/john-henson-1.html,John Henson,2011-12,UNC,ACC,35,34,1019,24.7,.505,.500,.000,.329,439,9.0,27.1,17.9,8.0,1.1,9.6,8.7,23.1,,2.3,2.7,5.0,.195,,4.0,5.0,9.0
https://www.sports-reference.com/cbb/players/maurice-harkless-1.html,Maurice Harkless,2011-12,St. John's (NY),Big East,32,32,1155,21.1,.504,.472,.185,.326,476,8.4,20.3,14.0,9.6,2.6,4.2,14.0,24.9,,1.8,1.3,3.2,.109,,3.0,1.0,4.0
https://www.sports-reference.com/cbb/players/royce-white-1.html,Royce White,2011-12,Iowa State,Big 12,34,33,1072,22.8,.536,.540,.037,.625,528,9.4,26.2,17.7,34.5,2.2,3.0,23.4,26.5,,2.1,2.0,4.1,.152,,4.3,3.8,8.2
https://www.sports-reference.com/cbb/players/tyler-zeller-1.html,Tyler Zeller,2008-09,UNC,ACC,15,2,117,,.533,.472,.000,.472,,,,13.3,4.0,,1.8,15.4,19.7,,0.1,0.3,0.4,.150,,,,
https://www.sports-reference.com/cbb/players/tyler-zeller-1.html,Tyler Zeller,2009-10,UNC,ACC,27,0,468,23.1,.557,.521,.010,.375,220,11.6,15.7,13.7,3.2,1.7,4.9,13.1,25.4,,1.1,0.8,1.9,.162,,,,
https://www.sports-reference.com/cbb/players/tyler-zeller-1.html,Tyler Zeller,2010-11,UNC,ACC,37,35,1041,26.6,.601,.549,.000,.552,527,10.8,15.2,13.1,4.4,1.4,4.2,9.4,23.6,,4.1,2.1,6.1,.235,,6.1,3.6,9.7
https://www.sports-reference.com/cbb/players/tyler-zeller-1.html,Tyler Zeller,2011-12,UNC,ACC,38,38,1070,29.9,.616,.553,.000,.563,580,14.1,21.9,17.9,6.3,1.7,5.3,12.6,24.5,,4.6,2.5,7.1,.265,,6.8,3.9,10.7
https://www.sports-reference.com/cbb/players/terrence-jones-1.html,Terrence Jones,2010-11,Kentucky,SEC,38,35,1196,25.5,.512,.470,.170,.521,582,9.0,22.1,15.8,10.3,2.2,6.0,11.4,28.2,,3.1,2.8,5.9,.199,,4.2,3.9,8.1
https://www.sports-reference.com/cbb/players/terrence-jones-1.html,Terrence Jones,2011-12,Kentucky,SEC,38,34,1115,24.3,.547,.523,.138,.446,465,10.7,17.5,14.3,8.7,2.7,5.8,12.6,22.4,,3.1,2.7,5.8,.209,,5.2,4.9,10.2
https://www.sports-reference.com/cbb/players/andrew-nicholson-1.html,Andrew Nicholson,2008-09,St. Bonaventure,A-10,30,25,754,,.609,.602,.004,.434,,,,,,,,16.7,,,2.5,1.7,4.2,.220,,,,
https://www.sports-reference.com/cbb/players/andrew-nicholson-1.html,Andrew Nicholson,2009-10,St. Bonaventure,A-10,30,30,907,24.4,.598,.564,.000,.356,426,9.4,17.5,13.6,3.9,0.4,6.3,11.8,25.7,,2.8,1.1,3.9,.172,,,,
https://www.sports-reference.com/cbb/players/andrew-nicholson-1.html,Andrew Nicholson,2010-11,St. Bonaventure,A-10,31,31,1049,27.1,.614,.578,.055,.559,558,6.4,19.0,13.0,8.7,1.0,4.5,15.9,31.6,,3.4,1.3,4.7,.180,,4.0,0.5,4.5
https://www.sports-reference.com/cbb/players/andrew-nicholson-1.html,Andrew Nicholson,2011-12,St. Bonaventure,A-10,32,32,962,31.6,.638,.601,.138,.429,515,11.1,25.1,18.1,9.4,1.3,7.3,14.7,29.5,,4.0,1.7,5.8,.240,,7.2,2.1,9.4
https://www.sports-reference.com/cbb/players/jared-sullinger-1.html,Jared Sullinger,2010-11,Ohio State,Big Ten,37,36,1172,30.3,.591,.545,.029,.651,615,14.1,26.0,20.1,7.4,2.0,2.0,9.9,27.0,,5.4,2.9,8.3,.283,,7.1,2.4,9.5
https://www.sports-reference.com/cbb/players/jared-sullinger-1.html,Jared Sullinger,2011-12,Ohio State,Big Ten,37,36,1123,30.2,.591,.538,.091,.519,610,12.4,25.8,18.9,8.6,2.3,4.0,11.5,27.9,,4.8,3.0,7.9,.280,,7.5,4.1,11.7
https://www.sports-reference.com/cbb/players/fab-melo-1.html,Fab Melo,2010-11,Syracuse,Big East,33,24,327,12.0,.567,.607,.000,.446,74,8.1,13.7,11.1,4.4,1.9,8.8,26.9,14.5,,0.1,0.6,0.7,.087,,-4.0,4.2,0.2
https://www.sports-reference.com/cbb/players/fab-melo-1.html,Fab Melo,2011-12,Syracuse,Big East,30,30,763,20.7,.581,.566,.000,.347,237,12.3,14.6,13.5,5.0,1.2,13.0,17.6,16.5,,1.5,1.5,3.0,.156,,1.0,4.3,5.3
https://www.sports-reference.com/cbb/players/john-jenkins-1.html,John Jenkins,2009-10,Vanderbilt,SEC,31,7,716,19.9,.646,.622,.639,.258,283,1.4,8.8,5.4,8.4,1.1,0.7,8.1,19.6,,2.5,0.8,3.3,.183,,,,
https://www.sports-reference.com/cbb/players/john-jenkins-1.html,John Jenkins,2010-11,Vanderbilt,SEC,32,32,1105,23.5,.640,.584,.596,.392,527,1.9,7.4,4.9,7.9,1.3,1.0,9.6,24.9,,4.6,1.1,5.7,.205,,8.2,0.8,9.0
https://www.sports-reference.com/cbb/players/john-jenkins-1.html,John Jenkins,2011-12,Vanderbilt,SEC,35,35,1177,26.0,.656,.620,.666,.334,579,1.7,9.1,5.4,8.4,1.5,1.0,9.4,26.2,,5.4,1.1,6.5,.223,,10.3,1.5,11.8
https://www.sports-reference.com/cbb/players/jared-cunningham-2.html,Jared Cunningham,2009-10,Oregon State,Pac-10,32,19,611,12.6,.598,.539,.165,.654,190,5.2,8.0,6.6,11.4,4.4,0.6,31.1,21.5,,0.1,1.1,1.1,.075,,,,
https://www.sports-reference.com/cbb/players/jared-cunningham-2.html,Jared Cunningham,2010-11,Oregon State,Pac-10,30,29,877,22.6,.578,.487,.280,.795,408,4.1,8.3,6.1,15.6,5.5,0.9,16.7,24.5,,2.3,1.2,3.5,.159,,3.3,3.4,6.7
https://www.sports-reference.com/cbb/players/jared-cunningham-2.html,Jared Cunningham,2011-12,Oregon State,Pac-12,36,35,1245,22.1,.568,.507,.336,.614,609,3.4,10.4,6.8,15.7,4.1,1.2,15.2,26.0,,3.4,1.6,5.0,.162,,3.4,1.6,5.0
https://www.sports-reference.com/cbb/players/tony-wroten-1.html,Tony Wroten,2011-12,Washington,Pac-12,35,27,1062,20.4,.488,.453,.125,.591,579,8.0,10.7,9.3,24.5,3.5,1.2,18.7,31.2,,1.6,1.6,3.2,.120,,2.5,2.2,4.7
https://www.sports-reference.com/cbb/players/miles-plumlee-1.html,Miles Plumlee,2008-09,Duke,ACC,24,2,165,,.486,.474,.000,.289,,,,11.8,1.1,,5.7,31.6,18.5,,0.0,0.7,0.7,.170,,,,
https://www.sports-reference.com/cbb/players/miles-plumlee-1.html,Miles Plumlee,2009-10,Duke,ACC,40,24,654,17.6,.585,.564,.007,.399,200,11.2,22.3,16.8,3.5,1.8,3.9,19.6,16.5,,1.1,1.7,2.8,.174,,,,
https://www.sports-reference.com/cbb/players/miles-plumlee-1.html,Miles Plumlee,2010-11,Duke,ACC,37,16,617,15.7,.538,.522,.000,.391,192,13.4,17.8,15.7,3.9,1.8,2.4,16.8,15.5,,1.0,1.4,2.5,.159,,0.7,2.9,3.6
https://www.sports-reference.com/cbb/players/miles-plumlee-1.html,Miles Plumlee,2011-12,Duke,ACC,34,16,697,21.8,.621,.610,.000,.521,247,16.6,24.6,20.6,5.1,1.5,4.2,18.7,16.1,,1.9,1.2,3.1,.177,,4.1,2.1,6.2
https://www.sports-reference.com/cbb/players/arnett-moultrie-1.html,Arnett Moultrie,2008-09,UTEP,CUSA,37,34,992,,.529,.523,.151,.390,,,,,,,,17.0,,,1.1,2.7,3.8,.153,,,,
https://www.sports-reference.com/cbb/players/arnett-moultrie-1.html,Arnett Moultrie,2009-10,UTEP,CUSA,33,33,955,16.2,.515,.491,.145,.301,326,8.1,17.4,13.0,8.1,2.7,3.2,18.2,20.2,,0.8,2.3,3.1,.131,,,,
https://www.sports-reference.com/cbb/players/arnett-moultrie-1.html,Arnett Moultrie,2011-12,Mississippi State,SEC,30,30,1073,25.2,.610,.561,.055,.485,479,12.2,23.5,17.7,7.0,1.4,2.1,15.3,23.3,,3.6,1.4,5.0,.186,,4.8,0.4,5.2
https://www.sports-reference.com/cbb/players/perry-jones-1.html,Perry Jones,2010-11,Baylor,Big 12,30,29,1017,19.8,.579,.553,.034,.464,398,9.8,15.8,12.9,8.0,0.9,3.0,16.1,21.6,,2.4,1.6,4.0,.157,,2.8,1.1,3.9
https://www.sports-reference.com/cbb/players/perry-jones-1.html,Perry Jones,2011-12,Baylor,Big 12,33,33,1013,21.2,.539,.514,.091,.280,421,11.0,19.8,15.4,8.7,1.6,2.1,12.0,23.3,,2.7,1.6,4.2,.167,,3.7,1.5,5.2
https://www.sports-reference.com/cbb/players/marquis-teague-1.html,Marquis Teague,2011-12,Kentucky,SEC,40,40,1303,13.2,.491,.449,.227,.338,457,1.6,7.1,4.5,25.6,1.7,0.8,21.1,20.2,,1.7,1.8,3.5,.108,,0.8,1.4,2.3
https://www.sports-reference.com/cbb/players/festus-ezeli-1.html,Festus Ezeli,2008-09,Vanderbilt,SEC,29,6,360,,.544,.547,.000,.733,,,,11.9,0.6,,4.8,29.8,20.3,,0.5,0.7,1.2,.131,,,,
https://www.sports-reference.com/cbb/players/festus-ezeli-1.html,Festus Ezeli,2009-10,Vanderbilt,SEC,32,5,406,13.0,.508,.544,.000,.656,115,9.0,18.2,14.0,1.4,0.8,10.2,22.4,18.5,,0.0,0.8,0.8,.078,,,,
https://www.sports-reference.com/cbb/players/festus-ezeli-1.html,Festus Ezeli,2010-11,Vanderbilt,SEC,34,34,799,29.3,.615,.588,.000,.840,411,14.6,15.6,15.1,1.8,1.5,10.7,14.3,26.8,,2.9,1.6,4.5,.223,,4.0,3.1,7.1
https://www.sports-reference.com/cbb/players/festus-ezeli-1.html,Festus Ezeli,2011-12,Vanderbilt,SEC,26,22,603,21.0,.567,.539,.000,.842,254,13.0,19.2,16.1,2.9,1.1,9.0,20.1,25.2,,1.1,1.0,2.1,.140,,0.4,3.3,3.7
https://www.sports-reference.com/cbb/players/jeffery-taylor-1.html,Jeffery Taylor,2008-09,Vanderbilt,SEC,31,31,805,,.559,.518,.151,.513,,,,13.8,15.4,,1.2,17.0,25.5,,1.9,1.4,3.3,.166,,,,
https://www.sports-reference.com/cbb/players/jeffery-taylor-1.html,Jeffery Taylor,2009-10,Vanderbilt,SEC,33,33,883,21.6,.562,.495,.037,.630,436,8.8,12.6,10.8,13.4,2.3,1.4,16.0,25.9,,2.4,1.4,3.8,.173,,,,
https://www.sports-reference.com/cbb/players/jeffery-taylor-1.html,Jeffery Taylor,2010-11,Vanderbilt,SEC,34,33,1078,19.8,.544,.500,.297,.438,493,6.5,12.8,9.9,16.2,1.9,1.7,15.9,25.9,,2.5,1.5,4.0,.149,,3.6,1.4,5.1
https://www.sports-reference.com/cbb/players/jeffery-taylor-1.html,Jeffery Taylor,2011-12,Vanderbilt,SEC,36,36,1157,23.7,.580,.570,.366,.369,546,8.4,13.3,10.9,12.6,2.4,1.4,13.6,26.4,,3.6,1.6,5.2,.180,,6.2,1.8,8.0
https://www.sports-reference.com/cbb/players/bernard-james--1.html,Bernard James ,2010-11,Florida State,ACC,34,22,719,25.6,.627,.657,.000,.657,263,11.8,18.4,15.3,2.5,2.3,13.5,17.6,19.3,,1.5,2.1,3.6,.202,,3.7,6.0,9.7
https://www.sports-reference.com/cbb/players/bernard-james--1.html,Bernard James ,2011-12,Florida State,ACC,35,35,979,23.3,.602,.606,.000,.448,359,13.6,21.4,17.6,3.6,1.6,9.5,18.9,20.0,,2.0,2.3,4.3,.176,,3.6,4.0,7.6
https://www.sports-reference.com/cbb/players/jae-crowder-1.html,Jae Crowder,2010-11,Marquette,Big East,37,17,1021,24.2,.564,.549,.359,.383,415,9.5,18.7,14.2,11.4,2.8,3.3,7.2,20.2,,3.4,1.7,5.1,.199,,6.6,3.0,9.7
https://www.sports-reference.com/cbb/players/jae-crowder-1.html,Jae Crowder,2011-12,Marquette,Big East,35,35,1153,28.8,.598,.568,.406,.372,551,7.0,22.6,14.7,13.5,4.3,3.1,7.9,23.4,,4.5,3.1,7.6,.263,,8.4,5.4,13.8
https://www.sports-reference.com/cbb/players/draymond-green-1.html,Draymond Green,2008-09,Michigan State,Big Ten,37,0,422,,.577,.556,.012,.642,,,,16.8,14.0,,1.8,18.5,15.2,,0.7,1.5,2.2,.211,,,,
https://www.sports-reference.com/cbb/players/draymond-green-1.html,Draymond Green,2009-10,Michigan State,Big Ten,37,3,945,24.9,.562,.528,.060,.483,392,10.4,24.6,17.7,23.3,2.9,4.1,16.0,20.7,,2.8,2.3,5.1,.215,,,,
https://www.sports-reference.com/cbb/players/draymond-green-1.html,Draymond Green,2010-11,Michigan State,Big Ten,34,27,1023,24.9,.519,.480,.293,.412,467,9.6,23.6,16.6,30.6,3.6,4.0,16.1,24.7,,2.6,2.2,4.8,.187,,6.3,5.6,11.8
https://www.sports-reference.com/cbb/players/draymond-green-1.html,Draymond Green,2011-12,Michigan State,Big Ten,37,36,1229,26.1,.542,.504,.284,.367,610,8.2,30.7,19.8,24.2,2.7,3.3,16.8,28.2,,3.5,3.6,7.1,.230,,6.5,5.6,12.1
https://www.sports-reference.com/cbb/players/orlando-johnson-1.html,Orlando Johnson,2007-08,Loyola Marymount,WCC,31,30,807,,.504,.474,.387,.372,,,,,,,,17.4,,,0.8,-0.2,0.5,.026,,,,
https://www.sports-reference.com/cbb/players/orlando-johnson-1.html,Orlando Johnson,2009-10,UCSB,Big West,30,29,939,23.3,.584,.544,.317,.552,507,7.3,12.9,10.2,19.8,1.3,2.3,14.9,30.1,,2.8,1.4,4.3,.182,,,,
https://www.sports-reference.com/cbb/players/orlando-johnson-1.html,Orlando Johnson,2010-11,UCSB,Big West,32,32,1065,28.8,.598,.546,.349,.437,628,6.1,16.2,11.5,24.2,2.2,1.8,13.4,33.2,,4.3,1.5,5.8,.219,,8.2,0.2,8.4
https://www.sports-reference.com/cbb/players/orlando-johnson-1.html,Orlando Johnson,2011-12,UCSB,Big West,31,31,1067,26.0,.560,.527,.357,.397,569,5.8,13.8,9.9,19.0,2.0,2.4,12.2,30.5,,4.0,1.2,5.2,.194,,6.5,-0.2,6.3
https://www.sports-reference.com/cbb/players/quincy-acy-1.html,Quincy Acy,2008-09,Baylor,Big 12,34,10,558,,.641,.655,.000,.655,,,,,,,,18.6,,,1.4,1.1,2.5,.181,,,,
https://www.sports-reference.com/cbb/players/quincy-acy-1.html,Quincy Acy,2009-10,Baylor,Big 12,36,0,840,21.7,.707,.697,.000,.451,295,9.7,14.4,12.3,2.5,1.2,3.5,16.0,16.9,,2.6,1.3,3.9,.187,,,,
https://www.sports-reference.com/cbb/players/quincy-acy-1.html,Quincy Acy,2010-11,Baylor,Big 12,31,18,960,21.8,.578,.535,.008,.633,376,11.5,18.4,15.1,6.3,1.8,5.3,16.3,21.2,,2.3,1.9,4.2,.177,,2.8,2.4,5.2
https://www.sports-reference.com/cbb/players/quincy-acy-1.html,Quincy Acy,2011-12,Baylor,Big 12,38,38,1130,23.5,.638,.582,.018,.635,436,10.9,20.0,15.5,6.5,1.8,6.6,16.6,19.0,,3.5,2.0,5.6,.198,,3.4,3.4,6.9
https://www.sports-reference.com/cbb/players/quincy-miller-1.html,Quincy Miller,2011-12,Baylor,Big 12,37,35,903,19.4,.541,.485,.223,.369,377,7.5,17.5,12.5,11.6,1.7,2.9,15.4,23.9,,2.1,1.3,3.5,.153,,3.4,1.9,5.3
https://www.sports-reference.com/cbb/players/khris-middleton-1.html,Khris Middleton,2009-10,Texas A&M,Big 12,34,22,710,16.2,.546,.503,.537,.379,241,6.6,13.4,10.0,10.8,2.4,1.6,15.5,19.0,,1.3,1.3,2.6,.146,,,,
https://www.sports-reference.com/cbb/players/khris-middleton-1.html,Khris Middleton,2010-11,Texas A&M,Big 12,33,33,978,22.5,.559,.506,.306,.419,464,8.1,13.4,10.8,23.6,2.5,0.2,17.4,27.8,,2.8,1.8,4.6,.187,,6.1,2.3,8.4
https://www.sports-reference.com/cbb/players/khris-middleton-1.html,Khris Middleton,2011-12,Texas A&M,Big 12,20,17,575,18.9,.486,.455,.313,.211,251,5.4,17.1,11.0,20.0,2.1,1.0,13.7,29.7,,0.7,0.9,1.6,.114,,4.3,1.9,6.2
https://www.sports-reference.com/cbb/players/will-barton-1.html,Will Barton,2010-11,Memphis,CUSA,35,25,1070,16.8,.502,.478,.377,.213,427,5.4,12.9,9.3,19.5,2.9,1.6,17.2,23.8,,1.3,1.7,3.0,.111,,1.5,1.8,3.3
https://www.sports-reference.com/cbb/players/will-barton-1.html,Will Barton,2011-12,Memphis,CUSA,35,34,1236,26.6,.587,.550,.237,.396,617,7.6,20.2,14.2,17.4,2.4,2.1,12.3,25.8,,4.6,2.6,7.2,.232,,6.9,2.8,9.8
https://www.sports-reference.com/cbb/players/tyshawn-taylor-1.html,Tyshawn Taylor,2008-09,Kansas,Big 12,35,33,928,,.593,.557,.278,.443,,,,4.6,20.6,,0.7,22.4,19.6,,2.1,1.4,3.5,.151,,,,
https://www.sports-reference.com/cbb/players/tyshawn-taylor-1.html,Tyshawn Taylor,2009-10,Kansas,Big 12,36,25,831,15.6,.531,.485,.276,.433,293,2.4,8.4,5.7,24.1,3.2,0.8,19.9,17.8,,1.6,1.6,3.1,.151,,,,
https://www.sports-reference.com/cbb/players/tyshawn-taylor-1.html,Tyshawn Taylor,2010-11,Kansas,Big 12,36,30,977,15.1,.562,.519,.207,.471,378,1.4,6.5,4.1,27.4,2.1,1.1,24.7,19.7,,1.7,1.6,3.3,.136,,2.1,2.4,4.5
https://www.sports-reference.com/cbb/players/tyshawn-taylor-1.html,Tyshawn Taylor,2011-12,Kansas,Big 12,39,38,1303,19.8,.569,.538,.321,.420,635,0.7,7.5,4.2,29.7,2.4,0.5,19.5,27.5,,3.1,2.1,5.2,.159,,5.0,2.2,7.2
https://www.sports-reference.com/cbb/players/doron-lamb-1.html,Doron Lamb,2010-11,Kentucky,SEC,38,14,1078,18.8,.631,.602,.432,.309,417,2.1,5.6,3.9,11.3,1.2,0.6,11.9,20.1,,3.5,1.2,4.7,.174,,4.3,1.9,6.2
https://www.sports-reference.com/cbb/players/doron-lamb-1.html,Doron Lamb,2011-12,Kentucky,SEC,40,35,1249,19.2,.624,.577,.442,.404,482,1.5,8.2,5.1,8.8,0.9,0.2,9.1,19.7,,4.6,1.6,6.2,.197,,5.3,1.9,7.3
https://www.sports-reference.com/cbb/players/mike-scott-4.html,Mike Scott,2007-08,Virginia,ACC,32,21,579,,.511,.455,.070,.517,,,,16.1,4.7,,1.4,12.3,16.6,,0.4,1.2,1.6,.111,,,,
https://www.sports-reference.com/cbb/players/mike-scott-4.html,Mike Scott,2008-09,Virginia,ACC,28,19,774,,.587,.549,.029,.417,,,,15.0,5.7,,0.9,16.7,18.2,,1.7,1.2,2.9,.147,,,,
https://www.sports-reference.com/cbb/players/mike-scott-4.html,Mike Scott,2009-10,Virginia,ACC,28,25,768,21.5,.534,.511,.025,.226,317,9.8,21.6,15.6,11.4,1.4,1.1,12.8,25.5,,1.6,1.2,2.7,.143,,,,
https://www.sports-reference.com/cbb/players/mike-scott-4.html,Mike Scott,2010-11,Virginia,ACC,10,9,337,26.5,.576,.486,.009,.536,162,13.6,24.2,18.7,12.6,0.6,2.5,14.8,27.4,,1.1,0.5,1.6,.189,,5.2,-1.0,4.2
https://www.sports-reference.com/cbb/players/mike-scott-4.html,Mike Scott,2011-12,Virginia,ACC,32,32,999,30.7,.620,.571,.052,.450,522,9.7,26.2,18.0,10.7,1.4,1.8,12.6,30.9,,4.2,2.6,6.8,.270,,7.7,2.6,10.4
